engine,type,workers,paths,steps,assets,rho,S0,K,r,sigma,T,price,std_error,time_ms
CPU,EuropeanCall,16,1000000,1,1,0.3000000000,100.0000000000,100.0000000000,0.0500000000,0.2000000000,1.0000000000,10.4532529783,0.0147451456,2.9449160000
CPU,EuropeanCall,16,1000000,1,1,0.3000000000,100.0000000000,100.0000000000,0.0500000000,0.2000000000,1.0000000000,10.4532529783,0.0147451456,2.9556860000
