Date,Open,High,Low,Close,Volume
2020-01-02,150.75860404966377,152.61008924980365,150.33134046315942,152.50564575195312,22622100
2020-01-03,150.32191762939865,151.8695626184331,150.0750431677832,150.60675048828125,21116200
2020-01-06,149.1445317269712,151.06248810455452,148.6033204049661,150.9960174560547,20813700
2020-01-07,151.27136534760285,151.60367510473966,149.37240277675932,149.6192626953125,21634100
2020-01-08,150.90105488844765,152.67659475751987,149.97056727826134,152.00245666503906,27746500
2020-01-09,153.66404265039787,154.02485016301017,152.89496515282673,153.9014129638672,21385000
2020-01-10,154.59455860928736,154.97434534980923,153.0373953045155,153.18931579589844,20725900
2020-01-13,153.58812558453712,155.0598248393225,153.11338482415076,155.03134155273438,21626500
2020-01-14,155.13576394480137,155.33516141166606,153.55013175988464,153.93942260742188,23477400
2020-01-15,154.40463316070066,155.6579553399232,154.35717068949413,154.93634033203125,21417900
2020-01-16,156.0472356229151,157.84175444938765,155.74339469520643,157.77528381347656,23865400
2020-01-17,158.96215166642233,159.00962862726476,157.07267873319398,158.6583251953125,34371700
2020-01-21,158.259522712177,159.69324862590065,158.0221524073018,158.088623046875,29517200
2020-01-22,158.94318658850688,159.02865092857752,157.31007735957985,157.32907104492188,24138800
2020-01-23,157.7943375942632,158.3735219063668,156.92081632629257,158.2975616455078,19680800
2020-01-24,159.0476126259956,159.06660630924776,156.14220206963714,156.702392578125,24918100
2020-01-27,153.00889916761867,155.12625280753838,152.1068948687137,154.08181762695312,32078100
2020-01-28,155.50602982130422,157.38599854121892,154.83190628235468,157.10116577148438,24899900
2020-01-29,159.3609641502704,160.2249957526191,157.3195848143749,159.5508575439453,34754500
2020-01-30,165.2572370102274,165.2572370102274,162.16191844057855,164.0513916015625,51597500
2020-01-31,163.51018671757376,163.69057600096366,161.0130461758437,161.6302032470703,36142700
2020-02-03,161.82013858880188,165.68453557035562,161.79165530046103,165.5706024169922,30107000
2020-02-04,168.19110359535253,171.51428788242515,167.40303244015183,171.0205535888672,36433300
2020-02-05,174.7330539466545,174.89446403969472,169.3969733266185,170.8116912841797,39186300
2020-02-06,171.82761744591156,174.5336447165649,170.96358605909285,174.35324096679688,27751400
2020-02-07,173.61267392584617,176.25223096972772,173.26135596790618,174.60012817382812,33529100
2020-02-10,174.30580444022337,179.30007159743232,173.99247382656716,179.16714477539062,35844300
2020-02-11,181.01863189628392,181.06610886617437,174.22984535212527,175.1223602294922,53159900
2020-02-12,176.20476736113224,176.46113140653625,172.66320564680828,175.37872314453125,47062900
2020-02-13,173.83103662761303,176.8218969013737,173.63163918165944,174.42921447753906,35295800
2020-02-14,173.99247235841844,176.04335572798814,173.42277770422567,175.98638916015625,23149500
2020-02-18,176.23323763923193,178.2176502251347,176.12879410902988,177.77139282226562,27792200
2020-02-19,179.04715195867632,179.1613962650694,177.53335678894416,178.30453491210938,29997500
2020-02-20,177.99036715778334,178.27599248114515,172.4207387260117,175.5816192626953,36862400
2020-02-21,174.3915563885083,174.70574284646526,168.7552747658636,170.0310516357422,48572600
2020-02-24,159.7295593689588,166.1846239809881,155.40713255877654,162.7000274658203,68311100
2020-02-25,165.8514056385486,166.46073285003268,159.61531360581694,160.01519775390625,68073300
2020-02-26,161.5766410745246,164.95649541870915,160.1485286944431,162.01458740234375,56206100
2020-02-27,155.49286045756762,159.0250497653848,150.4087700779,150.59918212890625,93174900
2020-02-28,145.1056977436323,155.8641439606252,144.7153436590033,154.24560546875,97012700
2020-03-02,157.3874578629097,164.63274652111016,154.5312339166153,164.50897216796875,71030800
2020-03-03,165.47055885839987,166.6130454071192,154.48361047157923,156.6257781982422,71677000
2020-03-04,160.41508629294538,162.5191634394525,157.68262177211892,162.37635803222656,49814400
2020-03-05,158.09197981753212,162.6809715328232,157.7492324030183,158.3014373779297,47817300
2020-03-06,154.81690323310937,155.29294069283512,148.52368743443452,153.82675170898438,72821100
2020-03-09,143.76328229915575,150.1897866403432,142.8112075819428,143.4014892578125,70419300
2020-03-10,150.58011934985362,153.31256875092254,145.2675414399056,153.2078399658203,65354400
2020-03-11,149.5995351314192,150.14221027535797,143.90611671459507,146.26727294921875,56371600
