Date,Open,High,Low,Close,Volume
2020-01-02,118.47163810472074,119.5818703950668,118.0224655845656,119.5733871459961,10803700
2020-01-03,117.27898042189439,118.75455958596723,116.92074800710917,117.99544525146484,10386800
2020-01-06,116.47717633861542,117.93570560862265,116.42600215629888,117.90158081054688,10259000
2020-01-07,117.09129393001902,117.58599938954598,115.84601209637982,115.89718627929688,10531300
2020-01-08,115.74367521196005,117.34720269498678,115.65838922731398,116.80132293701172,9695300
2020-01-09,117.74810647863067,117.90162908844415,116.88663067422463,117.22781372070312,9469000
2020-01-10,117.0316368923215,117.06574868819501,115.83751579991777,116.05928802490234,10190900
2020-01-13,116.16162388593253,117.02308654785156,115.7948537921805,117.02308654785156,12355200
2020-01-14,117.65425214533234,120.0595301766622,117.44101767733363,118.38777923583984,24906000
2020-01-15,117.57747895281115,118.21718229202166,116.12747430542912,116.61365509033203,16293400
2020-01-16,117.23630457108362,117.62012399961401,116.71601196336059,117.06571960449219,10783800
2020-01-17,117.31307257415375,117.9527759966163,117.12543821051356,117.87601470947266,14697700
2020-01-21,117.01455979547204,117.7651493584699,116.58809081918695,116.71602630615234,8474200
2020-01-22,117.0572002162037,117.19366038678179,116.32367311329932,116.57954406738281,7549100
2020-01-23,115.75221698487066,116.63074204785072,114.90780371398671,116.46014404296875,9345700
2020-01-24,116.315125348755,116.36629953514735,112.86073761928947,113.56866455078125,15166400
2020-01-27,111.11222206730285,113.38956466143263,110.63457893345083,112.61338806152344,12860500
2020-01-28,113.30426282683828,115.12102464344335,112.99720467494446,114.66043090820312,13062800
2020-01-29,114.98454313397394,115.60718408598753,114.02925695939989,114.48983764648438,9326000
2020-01-30,113.17633251257506,116.11044098336647,113.17633251257506,115.90573120117188,9048900
2020-01-31,114.7116289313086,115.00162470911452,112.13575269274963,112.89486694335938,12785200
2020-02-03,113.15073096335445,114.49837424069547,113.15073096335445,113.75630950927734,10021100
2020-02-04,115.61576944202042,116.51135710717965,115.214887468233,115.39399719238281,9157100
2020-02-05,116.4857408204668,117.47513894053233,116.00808464119365,117.35572814941406,10150700
2020-02-06,117.91011187163862,117.95274834463451,116.9462881096777,117.37275695800781,8992300
2020-02-07,116.62219517163973,117.42395887828056,116.25543812253352,116.99748992919922,6379800
2020-02-10,116.80984485457518,117.57749678694374,116.63925987453763,117.48367309570312,5960700
2020-02-11,117.9271805999367,118.40483672085111,117.51777408252288,117.7054214477539,6578600
2020-02-12,118.21718935562008,118.80570553042809,117.53483648339802,117.7054214477539,7958000
2020-02-13,117.49218703658124,117.99541723681604,116.34071575081148,117.60307312011719,7447500
2020-02-14,117.56898066401266,117.86751419498898,116.80134160550512,117.244873046875,6627600
2020-02-18,117.14250454324676,117.45810046071166,115.18928220395937,115.69251251220703,8996400
2020-02-19,116.77574119045043,118.03808574832956,116.2895602979723,117.27044677734375,7071200
2020-02-20,116.99750037845062,118.0124986502834,116.45162059546502,117.27044677734375,7422800
2020-02-21,116.46866495564686,116.78424779252605,115.07837210812198,115.83748626708984,9772800
2020-02-24,112.11017254067907,113.61133873184667,111.56429274254532,112.72428894042969,13618400
2020-02-25,111.73486410269628,112.7839740680663,107.12046697307123,107.69194030761719,20797200
2020-02-26,108.26341265823086,109.98634442858257,107.7601758912994,108.01605987548828,24825600
2020-02-27,104.83460522426618,107.14606625847,103.46137462164546,103.52108001708984,23005500
2020-02-28,100.23726127307044,101.06461209482144,96.09198897786212,99.03462219238281,45931400
2020-03-02,99.47813661365242,103.70018276994622,97.6272630872416,103.64900207519531,27355400
2020-03-03,103.17989573649118,104.86870908413637,99.14549672618402,99.75961303710938,32547700
2020-03-04,100.92814658762396,102.5146116543841,97.83197774407594,102.224609375,25795900
2020-03-05,98.65931943818426,99.30755402553636,96.02374460816219,97.2093276977539,25025600
2020-03-06,90.63319986965884,94.09612630294272,89.57555199235756,92.185546875,38159400
2020-03-09,82.36821792748115,84.63703600784682,79.32322969310631,79.69852447509766,40352000
2020-03-10,84.44083188435444,86.38552878959828,80.6708488306871,85.89082336425781,31102700
2020-03-11,83.3320256925853,85.33643485443656,80.6452766597027,81.84791564941406,38127000
2020-03-12,76.41470736844641,82.70086236571507,73.62560315157258,75.10118865966797,49725200
2020-03-13,81.87349667554484,88.69699899850487,78.47027671404022,88.62876892089844,38543300
2020-03-16,72.67031344012987,80.15911438590405,72.115908957928,75.3656005859375,38589700
2020-03-17,77.52353913838473,83.11028599006661,74.63207965849347,79.97147369384766,35239800
2020-03-18,74.77705965527129,77.43822808664484,68.54208606184788,71.5529556274414,41525600
2020-03-19,69.56561508017354,75.1523610918467,65.59945893486963,72.75560760498047,32175100
2020-03-20,73.60854272791018,76.3038230844429,70.35032023875877,71.2203140258789,30150800
2020-03-23,70.52089314371092,71.43353627220614,66.60590550327349,67.40766906738281,32536600
2020-03-24,72.41443077884445,76.84970536413296,70.70855493721042,75.42530059814453,34363200
2020-03-25,76.11617776852907,81.15704397343973,72.10737216803962,78.23999786376953,38111700
2020-03-26,80.24439955769921,84.07408892399563,79.78381230872239,83.69026947021484,29826300
2020-03-27,79.48530554985429,80.89264824307845,77.2335494318139,77.7282485961914,30041500
2020-03-30,77.31882307490702,80.25292506907633,76.16735819443304,79.74969482421875,21656900
2020-03-31,78.51294698151246,80.32117141082853,76.20147923147054,76.79000854492188,23379300
2020-04-01,72.58501439050956,73.83030295051823,71.00708056825061,71.95384216308594,28029600
2020-04-02,71.22885029877816,74.98177859460026,70.75973182152534,74.6406021118164,24018000
2020-04-03,74.11492019045437,75.3903891518583,71.33129878331445,72.43441009521484,21199400
2020-04-06,76.69167030635685,78.41527233236793,75.57994621057733,77.09671783447266,26820800
2020-04-07,81.39712329186953,81.44021598324495,77.88959255961318,78.11366271972656,22563800
2020-04-08,79.37188626833861,81.75045933334047,78.03609840277385,81.26785278320312,22903300
2020-04-09,83.52577051767057,89.96342651761762,83.49991753373847,88.5586929321289,42055900
2020-04-13,88.86031447103335,88.86031447103335,83.8532520418169,84.62025451660156,26911900
