Date,Open,High,Low,Close,Volume
2020-01-02,71.47659213409148,72.52857392672578,71.22325176244068,72.46825408935547,135480400
2020-01-03,71.69615210347494,72.5237384458872,71.5393220101689,71.76371002197266,146322800
2020-01-06,70.88546446996966,72.37415398165305,70.6345318765685,72.3355484008789,118387200
2020-01-07,72.34521202863968,72.60096759515153,71.7757961977681,71.995361328125,108872000
2020-01-08,71.69858889981313,73.4551026743299,71.69858889981313,73.15350341796875,132079200
2020-01-09,74.13070544891409,74.90038758301651,73.87978009001289,74.70736694335938,170108400
2020-01-10,74.94137084294664,75.44082088635776,74.3743628731269,74.876220703125,140644800
2020-01-13,75.19229822984673,76.50244329938738,75.07406634437707,76.47589874267578,121532000
2020-01-14,76.41316970238127,76.62308154945259,75.32017458987174,75.44322204589844,161954400
2020-01-15,75.24298894303718,76.12365735740354,74.68804185654645,75.11993408203125,121923600
2020-01-16,75.66280356227105,76.17190690767254,75.30088447470833,76.0609130859375,108829200
2020-01-17,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400
2020-01-21,76.53139743845387,76.97293540809704,76.24427442355741,76.38180541992188,110843200
2020-01-22,76.86676909750412,77.20697385138125,76.56034698568028,76.65444946289062,101832400
2020-01-23,76.70756039684032,77.10325483712239,76.15985137274346,77.02363586425781,104472000
2020-01-24,77.26971063356069,78.01284778014684,76.61101536754971,76.80162811279297,146537600
2020-01-27,74.81107521306389,75.223660842835,73.56124993820636,74.54325866699219,161940000
2020-01-28,75.42393505290065,76.82335250031947,75.32500962430629,76.65204620361328,162234000
2020-01-29,78.28309057876027,79.1034389225781,77.54236118317645,78.25654602050781,216229200
2020-01-30,77.33970834921887,78.19624735599628,76.90781612011679,78.1431655883789,126743200
2020-01-31,77.43380507723946,77.85604407632879,74.38403693557139,74.67839813232422,199588400
2020-02-03,73.42130763220082,75.63866557981345,72.91944979414838,74.4732894897461,173788400
2020-02-04,76.07781457826587,77.12255860741972,75.67246691320435,76.93194580078125,136616400
2020-02-05,78.0587155711189,78.35790705994806,76.95607421407713,77.55927276611328,118826800
2020-02-06,77.82949504667184,78.46888396119307,77.27214024163042,78.46646881103516,105425600
2020-02-07,77.96583518982163,78.21494247737544,76.90894303407646,77.39990234375,117684000
2020-02-10,75.9850613598187,77.76750946044922,75.90525344548281,77.76750946044922,109348800
2020-02-11,78.26331921379253,78.33587187126635,77.08065923180118,77.29832458496094,94323200
2020-02-12,77.74815764169257,79.13880655058661,77.74815764169257,79.13397216796875,113730400
2020-02-13,78.40599987113015,78.8969591321478,78.20284507837152,78.5704574584961,94747600
