Date,Open,High,Low,Close,Volume
2020-01-02,205.31581827566228,208.3347237610063,204.83915217859575,208.32479858398438,12077100
2020-01-03,205.77262467099823,208.940483432474,205.51441855073767,207.2224884033203,11188400
2020-01-06,205.2661472847003,211.30397297299496,205.08740319354132,211.12522888183594,17058900
2020-01-07,211.34372103468303,213.09150684087672,210.28113611948638,211.58204650878906,14912400
2020-01-08,211.52244939225042,214.73997942961384,211.13515537272028,213.72705078125,13475000
2020-01-09,216.03093740438726,216.86512191418717,214.77968336909768,216.78567504882812,12642800
2020-01-10,217.6794547456841,218.35474561466597,215.91180342670702,216.54736328125,12119400
2020-01-13,218.0766777515335,220.43023261072588,217.6893837221355,220.3706512451172,14463400
2020-01-14,220.0727192673675,220.83738211480784,217.113395404011,217.5404052734375,13288900
2020-01-15,219.07968878035234,220.14225860059275,218.6129478308344,219.61593627929688,10036500
2020-01-16,221.02608200246482,221.0856633695372,218.86119636353655,220.23162841796875,10015300
2020-01-17,220.4898072485414,220.74799820928146,219.00021254201002,220.5990447998047,15905900
2020-01-21,220.61889149811293,220.82742625360328,217.59997133125194,219.9038848876953,14275800
2020-01-22,220.7678517590934,221.2048019404833,219.74499799490349,219.78472900390625,12212800
2020-01-23,219.21867256169566,219.95354468808202,217.74894346186284,218.23553466796875,11195000
2020-01-24,219.26833798403877,220.2415355901936,214.61086956802987,216.4281768798828,11905800
2020-01-27,211.6217599875433,214.56121837952216,211.02591604576713,213.3794708251953,13810700
2020-01-28,214.64065727268016,217.22262738717762,212.0388368063511,216.27920532226562,13413800
2020-01-29,219.9039116233613,222.64476052789837,216.93464727874002,221.68148803710938,33181300
2020-01-30,205.09731830504728,209.96332137394765,203.32966722105067,208.07650756835938,48775500
2020-01-31,206.98414497999343,207.24235109674964,199.66527441700927,200.50938415527344,31359900
2020-02-03,202.02876223518646,203.71696649755066,201.0952804840247,202.7735595703125,15495600
2020-02-04,205.1866661047991,209.1390676372934,203.7765185051171,208.37440490722656,19628900
2020-02-05,211.03582637262156,211.2543014590372,207.2621988500382,208.65248107910156,12538200
2020-02-06,209.0099907941408,209.72499743469822,207.88782464797202,209.38735961914062,10567500
2020-02-07,208.84118444877097,211.34370784125605,208.47374077755876,210.8571014404297,12242500
2020-02-10,210.05273582248736,212.31691874414776,209.19870085007565,211.58204650878906,11856400
2020-02-11,208.7319513685439,209.39730187804918,205.0774710016734,205.7527618408203,25030800
2020-02-12,206.40815647811726,209.75477403430105,205.9612659930638,209.29795837402344,13813700
